"parameter","estimate","se","rse","file"
"TH_5",10.7,NA,NA,"NM_08_029.lst"
"TH_6",-0.00798,NA,NA,"NM_08_029.lst"
"TH_7",0.489,NA,NA,"NM_08_029.lst"
"TH_8",7.84,NA,NA,"NM_08_029.lst"
"TH_9",-0.00285,NA,NA,"NM_08_029.lst"
"TH10",0.105,NA,NA,"NM_08_029.lst"
"TH_1",2.46,NA,NA,"NM_08_031.lst"
"TH_2",0.241,NA,NA,"NM_08_031.lst"
"TH_3",-0.319,NA,NA,"NM_08_031.lst"
"TH_4",3.37,NA,NA,"NM_08_031.lst"
"TH_5",-0.00901,NA,NA,"NM_08_031.lst"
"TH_6",0.377,NA,NA,"NM_08_031.lst"
"TH_7",5.43,NA,NA,"NM_08_031.lst"
"TH_8",15,NA,NA,"NM_08_031.lst"
"TH_9",-0.00741,NA,NA,"NM_08_031.lst"
"TH_1",2.4,NA,NA,"NM_08_032.lst"
"TH_2",0.514,NA,NA,"NM_08_032.lst"
"TH_3",2.4,NA,NA,"NM_08_032.lst"
"TH_4",-0.00742,NA,NA,"NM_08_032.lst"
"TH_5",0.885,NA,NA,"NM_08_032.lst"
"TH_6",7.27,NA,NA,"NM_08_032.lst"
"TH_7",-0.00584,NA,NA,"NM_08_032.lst"
"TH_8",0.605,NA,NA,"NM_08_032.lst"
"TH_9",7.25,NA,NA,"NM_08_032.lst"
"TH_1",2.57,NA,NA,"NM_08_033.lst"
"TH_2",1.39,NA,NA,"NM_08_033.lst"
"TH_3",-0.00581,NA,NA,"NM_08_033.lst"
"TH_4",-0.015,NA,NA,"NM_08_033.lst"
"TH_5",6.89,NA,NA,"NM_08_033.lst"
"TH_6",1.26,NA,NA,"NM_08_033.lst"
"TH_7",0.268,NA,NA,"NM_08_033.lst"
"TH_8",11.5,NA,NA,"NM_08_033.lst"
"TH_9",-0.0065,NA,NA,"NM_08_033.lst"
"TH10",-0.0186,NA,NA,"NM_08_033.lst"
"TH_1",2.5,NA,NA,"NM_08_034.lst"
"TH_2",-0.272,NA,NA,"NM_08_034.lst"
"TH_3",1.75,NA,NA,"NM_08_034.lst"
"TH_4",5.47,NA,NA,"NM_08_034.lst"
"TH_5",13,NA,NA,"NM_08_034.lst"
"TH_6",-0.00604,NA,NA,"NM_08_034.lst"
"TH_1",2.45,0.0712,2.90612244897959,"NM_08_035.lst"
"TH_2",6.29,0.669,10.6359300476948,"NM_08_035.lst"
"TH_3",-0.00495,0.000863,17.4343434343434,"NM_08_035.lst"
"TH_4",0.86,0.276,32.093023255814,"NM_08_035.lst"
"TH_5",9.04,0.487,5.38716814159292,"NM_08_035.lst"
"TH_6",-0.0712,0.129,181.179775280899,"NM_08_035.lst"
"TH_7",1.6,0.151,9.4375,"NM_08_035.lst"
"TH_8",0.818,0.467,57.0904645476773,"NM_08_035.lst"
"TH_9",0.152,0.25,164.473684210526,"NM_08_035.lst"
"TH10",0.067,0.0124,18.5074626865672,"NM_08_035.lst"
"TH11",0.0853,0.743,871.043376318874,"NM_08_035.lst"
"TH12",10.8,4.95,45.8333333333333,"NM_08_035.lst"
"TH_1",0.189,NA,NA,"NM_08_036.lst"
"TH_2",1.73,NA,NA,"NM_08_036.lst"
"TH_3",1.01,NA,NA,"NM_08_036.lst"
"TH_4",0.0337,NA,NA,"NM_08_036.lst"
"TH_5",4.47,NA,NA,"NM_08_036.lst"
"TH_6",0.863,NA,NA,"NM_08_036.lst"
"TH_7",-0.994,NA,NA,"NM_08_036.lst"
"TH_8",36.4,NA,NA,"NM_08_036.lst"
"TH_9",0.977,NA,NA,"NM_08_036.lst"
"TH10",-0.898,NA,NA,"NM_08_036.lst"
"TH11",1.76,NA,NA,"NM_08_036.lst"
"TH12",-0.00969,NA,NA,"NM_08_036.lst"
"TH13",0.155,NA,NA,"NM_08_036.lst"
"TH14",1.51,NA,NA,"NM_08_036.lst"
"TH15",0.674,NA,NA,"NM_08_036.lst"
"TH16",0.376,NA,NA,"NM_08_036.lst"
"TH17",7.26,NA,NA,"NM_08_036.lst"
"TH18",0.118,NA,NA,"NM_08_036.lst"
"TH_1",3.02,0.103,3.41059602649007,"NM_08_037.lst"
"TH_2",-0.00317,0.000527,16.6246056782334,"NM_08_037.lst"
"TH_3",-0.329,0.06,18.2370820668693,"NM_08_037.lst"
"TH_4",1.78,0.203,11.4044943820225,"NM_08_037.lst"
"TH_5",-0.386,0.313,81.0880829015544,"NM_08_037.lst"
"TH_6",5.36,0.38,7.08955223880597,"NM_08_037.lst"
"TH_7",1.93,0.273,14.1450777202073,"NM_08_037.lst"
"TH_8",9.14,0.496,5.42669584245077,"NM_08_037.lst"
"TH_1",2.36,0.0754,3.19491525423729,"NM_08_038.lst"
"TH_2",0.565,0.138,24.424778761062,"NM_08_038.lst"
"TH_3",6.41,0.56,8.73634945397816,"NM_08_038.lst"
"TH_4",-0.00633,0.000723,11.4218009478673,"NM_08_038.lst"
"TH_5",6.96,0.49,7.04022988505747,"NM_08_038.lst"
"TH_6",0.881,0.36,40.8626560726447,"NM_08_038.lst"
"TH_7",1.88,0.171,9.09574468085106,"NM_08_038.lst"
"TH_8",1.03,1.14,110.679611650485,"NM_08_038.lst"
"TH_9",0.00317,0.00123,38.801261829653,"NM_08_038.lst"
"TH10",0.92,0.233,25.3260869565217,"NM_08_038.lst"
"TH11",-0.227,1.75,770.925110132159,"NM_08_038.lst"
"TH12",1.22,0.83,68.0327868852459,"NM_08_038.lst"
"TH13",2.27,0.431,18.9867841409692,"NM_08_038.lst"
"TH14",-0.46,0.993,215.869565217391,"NM_08_038.lst"
"TH_1",2.45,0.071,2.89795918367347,"NM_08_039.lst"
"TH_2",4.59,0.278,6.05664488017429,"NM_08_039.lst"
"TH_3",1.06,0.248,23.3962264150943,"NM_08_039.lst"
"TH_4",8.39,0.483,5.75685339690107,"NM_08_039.lst"
"TH_5",0.904,0.26,28.7610619469027,"NM_08_039.lst"
"TH_6",0.233,0.192,82.4034334763948,"NM_08_039.lst"
"TH_7",1.48,0.2,13.5135135135135,"NM_08_039.lst"
"TH_8",0.0669,0.11,164.424514200299,"NM_08_039.lst"
"TH_9",0.111,0.0101,9.0990990990991,"NM_08_039.lst"
"TH10",-0.00812,0.000659,8.11576354679803,"NM_08_039.lst"
"TH11",8.14,0.574,7.05159705159705,"NM_08_039.lst"
"TH_1",2.43,0.077,3.16872427983539,"NM_08_040.lst"
"TH_2",5.14,0.286,5.56420233463035,"NM_08_040.lst"
"TH_3",8.32,0.511,6.14182692307692,"NM_08_040.lst"
"TH_4",1.03,0.296,28.7378640776699,"NM_08_040.lst"
"TH_5",-0.0719,3.16,4394.99304589708,"NM_08_040.lst"
"TH_6",1.56,2.22,142.307692307692,"NM_08_040.lst"
"TH_7",1.05,7.37,701.904761904762,"NM_08_040.lst"
"TH_8",0.115,0.0185,16.0869565217391,"NM_08_040.lst"
"TH_9",-0.00385,0.00138,35.8441558441558,"NM_08_040.lst"
"TH10",0.05,0,0,"NM_08_040.lst"
"TH11",9.55,3.12,32.6701570680628,"NM_08_040.lst"
"TH_1",2.35,0.0778,3.31063829787234,"NM_08_041.lst"
"TH_2",0.541,0.143,26.4325323475046,"NM_08_041.lst"
"TH_3",6.84,3.95,57.7485380116959,"NM_08_041.lst"
"TH_4",-0.00564,0.00764,135.460992907801,"NM_08_041.lst"
"TH_5",0.505,0.168,33.2673267326733,"NM_08_041.lst"
"TH_6",7.01,0.683,9.7432239657632,"NM_08_041.lst"
"TH_7",1.61,0.19,11.8012422360248,"NM_08_041.lst"
"TH_8",0.676,0.427,63.1656804733728,"NM_08_041.lst"
"TH_9",0.122,0.141,115.573770491803,"NM_08_041.lst"
"TH10",-0.00927,0.0102,110.032362459547,"NM_08_041.lst"
"TH11",5.99,0.606,10.1168614357262,"NM_08_041.lst"
"TH12",-0.00778,0.00127,16.3239074550129,"NM_08_041.lst"
"TH13",2.69,0.368,13.6802973977695,"NM_08_041.lst"
"TH_1",-0.867,NA,NA,"NM_08_042.lst"
"TH_2",4.85,NA,NA,"NM_08_042.lst"
"TH_3",0.00237,NA,NA,"NM_08_042.lst"
"TH_4",5.91,NA,NA,"NM_08_042.lst"
"TH_5",0.468,NA,NA,"NM_08_042.lst"
"TH_6",3.68,NA,NA,"NM_08_042.lst"
"TH_7",8.56,NA,NA,"NM_08_042.lst"
"TH_8",0.716,NA,NA,"NM_08_042.lst"
"TH_9",0.0178,NA,NA,"NM_08_042.lst"
"TH10",1.76,NA,NA,"NM_08_042.lst"
"TH11",0.0795,NA,NA,"NM_08_042.lst"
"TH12",1.59,NA,NA,"NM_08_042.lst"
"TH13",0.665,NA,NA,"NM_08_042.lst"
"TH14",4.43,NA,NA,"NM_08_042.lst"
"TH15",0.00096,NA,NA,"NM_08_042.lst"
"TH16",0.529,NA,NA,"NM_08_042.lst"
"TH_1",2.63,NA,NA,"NM_08_044.lst"
"TH_2",0.0535,NA,NA,"NM_08_044.lst"
"TH_3",0.645,NA,NA,"NM_08_044.lst"
"TH_4",14,NA,NA,"NM_08_044.lst"
"TH_5",-0.00619,NA,NA,"NM_08_044.lst"
"TH_6",0.907,NA,NA,"NM_08_044.lst"
"TH_7",6.35,NA,NA,"NM_08_044.lst"
"TH_1",0.0853,NA,NA,"NM_08_045.lst"
"TH_2",2.92,NA,NA,"NM_08_045.lst"
"TH_3",-0.00406,NA,NA,"NM_08_045.lst"
"TH_4",1.48,NA,NA,"NM_08_045.lst"
"TH_5",-0.108,NA,NA,"NM_08_045.lst"
"TH_6",0.713,NA,NA,"NM_08_045.lst"
"TH_7",3.56,NA,NA,"NM_08_045.lst"
"TH_8",8.91,NA,NA,"NM_08_045.lst"
"TH_9",0.455,NA,NA,"NM_08_045.lst"
"TH_1",0.188,0.0662,35.2127659574468,"NM_08_046.lst"
"TH_2",2.24,0.107,4.77678571428571,"NM_08_046.lst"
"TH_3",5.04,1.39,27.5793650793651,"NM_08_046.lst"
"TH_4",-0.00389,0.00352,90.4884318766067,"NM_08_046.lst"
"TH_5",1.17,0.401,34.2735042735043,"NM_08_046.lst"
"TH_6",7.64,0.777,10.1701570680628,"NM_08_046.lst"
"TH_7",0.855,0.281,32.8654970760234,"NM_08_046.lst"
"TH_8",-0.0354,3.81,10762.7118644068,"NM_08_046.lst"
"TH_9",1.83,3.04,166.120218579235,"NM_08_046.lst"
"TH10",0.464,8.52,1836.20689655172,"NM_08_046.lst"
"TH11",0.161,0.0348,21.6149068322981,"NM_08_046.lst"
"TH12",-0.00352,0.00125,35.5113636363636,"NM_08_046.lst"
"TH13",0.676,0.287,42.4556213017751,"NM_08_046.lst"
"TH14",2.07,0.286,13.8164251207729,"NM_08_046.lst"
"TH_1",2.35,0.00189,0.0804255319148936,"NM_08_047.lst"
"TH_2",0.56,0.00305,0.544642857142857,"NM_08_047.lst"
"TH_3",4.54,0.0027,0.0594713656387665,"NM_08_047.lst"
"TH_4",-0.00163,0.000723,44.3558282208589,"NM_08_047.lst"
"TH_5",1.42,0.00846,0.595774647887324,"NM_08_047.lst"
"TH_6",0.418,0.0763,18.2535885167464,"NM_08_047.lst"
"TH_7",7.36,0.00463,0.0629076086956522,"NM_08_047.lst"
"TH_8",1.8,0.000549,0.0305,"NM_08_047.lst"
"TH_9",0.245,0.158,64.4897959183673,"NM_08_047.lst"
"TH10",0.0634,6.6e-05,0.10410094637224,"NM_08_047.lst"
"TH11",5.96,0.00502,0.0842281879194631,"NM_08_047.lst"
"TH12",-0.00864,0.000503,5.82175925925926,"NM_08_047.lst"
"TH13",2.71,0.00832,0.307011070110701,"NM_08_047.lst"
"TH_1",2.33,0.0757,3.24892703862661,"NM_08_049.lst"
"TH_2",0.585,0.139,23.7606837606838,"NM_08_049.lst"
"TH_3",4.59,0.283,6.16557734204793,"NM_08_049.lst"
"TH_4",1.15,0.26,22.6086956521739,"NM_08_049.lst"
"TH_5",9.11,0.522,5.72996706915478,"NM_08_049.lst"
"TH_6",-0.133,0.128,96.2406015037594,"NM_08_049.lst"
"TH_7",3.08,0.345,11.2012987012987,"NM_08_049.lst"
"TH_8",-0.00856,0.000474,5.53738317757009,"NM_08_049.lst"
"TH_9",0.423,0.4,94.5626477541371,"NM_08_049.lst"
"TH10",0.15,0.242,161.333333333333,"NM_08_049.lst"
"TH11",0.0662,0.0125,18.8821752265861,"NM_08_049.lst"
"TH12",0.129,0.777,602.325581395349,"NM_08_049.lst"
"TH13",10.4,4.98,47.8846153846154,"NM_08_049.lst"
"TH_1",2.36,0.0759,3.21610169491525,"NM_08_050.lst"
"TH_2",0.565,0.138,24.424778761062,"NM_08_050.lst"
"TH_3",4.61,0.279,6.05206073752711,"NM_08_050.lst"
"TH_4",0.00709,0.163,2299.01269393512,"NM_08_050.lst"
"TH_5",7.74,0.723,9.34108527131783,"NM_08_050.lst"
"TH_6",0.718,0.395,55.0139275766017,"NM_08_050.lst"
"TH_7",3.43,0.494,14.402332361516,"NM_08_050.lst"
"TH_8",-0.00916,0.000152,1.65938864628821,"NM_08_050.lst"
"TH_9",2.03,0.98,48.2758620689655,"NM_08_050.lst"
"TH10",0.0567,0.012,21.1640211640212,"NM_08_050.lst"
"TH11",0.527,0.451,85.5787476280835,"NM_08_050.lst"
"TH12",2.5,0.61,24.4,"NM_08_050.lst"
"TH_1",0.156,0.469,300.641025641026,"NM_08_051.lst"
"TH_2",2.25,0.0593,2.63555555555556,"NM_08_051.lst"
"TH_3",4.9,76.2,1555.10204081633,"NM_08_051.lst"
"TH_4",0.374,144,38502.6737967914,"NM_08_051.lst"
"TH_5",9.71,15.5,159.629248197734,"NM_08_051.lst"
"TH_6",-0.00566,1.72,30388.6925795053,"NM_08_051.lst"
"TH_7",0.124,0.000806,0.65,"NM_08_051.lst"
"TH_8",3.08,19.5,633.116883116883,"NM_08_051.lst"
"TH_9",-0.00887,0.306,3449.83089064262,"NM_08_051.lst"
"TH10",0.322,9.34,2900.62111801242,"NM_08_051.lst"
"TH11",0.0577,0.0114,19.7573656845754,"NM_08_051.lst"
"TH12",-0.0398,4.96,12462.3115577889,"NM_08_051.lst"
"TH13",1.14,22.2,1947.36842105263,"NM_08_051.lst"
"TH14",5.43,0.0998,1.83793738489871,"NM_08_051.lst"
"TH15",-0.00931,0.142,1525.24167561762,"NM_08_051.lst"
"TH_1",2.99,NA,NA,"NM_08_052.lst"
"TH_2",-0.0039,NA,NA,"NM_08_052.lst"
"TH_3",0.497,NA,NA,"NM_08_052.lst"
"TH_4",1.2,NA,NA,"NM_08_052.lst"
"TH_5",0.757,NA,NA,"NM_08_052.lst"
"TH_6",9.23,NA,NA,"NM_08_052.lst"
"TH_7",-0.00682,NA,NA,"NM_08_052.lst"
"TH_8",0.755,NA,NA,"NM_08_052.lst"
"TH_9",7.95,NA,NA,"NM_08_052.lst"
"TH10",1.13,NA,NA,"NM_08_052.lst"
"TH_1",2.44,0.0724,2.9672131147541,"NM_08_053.lst"
"TH_2",5.06,0.289,5.71146245059289,"NM_08_053.lst"
"TH_3",8.32,0.484,5.81730769230769,"NM_08_053.lst"
"TH_4",1,0.25,25,"NM_08_053.lst"
"TH_5",0.295,0.203,68.8135593220339,"NM_08_053.lst"
"TH_6",1.42,0.189,13.3098591549296,"NM_08_053.lst"
"TH_7",0.115,0.2,173.913043478261,"NM_08_053.lst"
"TH_8",0.0804,0.00816,10.1492537313433,"NM_08_053.lst"
"TH_9",-0.0179,0.608,3396.64804469274,"NM_08_053.lst"
"TH10",0.05,6.93e-05,0.1386,"NM_08_053.lst"
"TH11",6.73,1.03,15.3046062407132,"NM_08_053.lst"
"TH_1",2.54,0.0724,2.8503937007874,"NM_08_057.lst"
"TH_2",1.56,0.194,12.4358974358974,"NM_08_057.lst"
"TH_3",-0.000548,0.00194,354.014598540146,"NM_08_057.lst"
"TH_4",-0.874,0.227,25.9725400457666,"NM_08_057.lst"
"TH_5",0.893,0.256,28.6674132138858,"NM_08_057.lst"
"TH_6",4.12,0.444,10.7766990291262,"NM_08_057.lst"
"TH_7",9.31,0.495,5.31686358754028,"NM_08_057.lst"
"TH_1",0.188,2.08,1106.3829787234,"NM_08_058.lst"
"TH_2",2.25,45700,2031111.11111111,"NM_08_058.lst"
"TH_3",0.0896,305,340401.785714286,"NM_08_058.lst"
"TH_4",3.77,271000,7188328.91246684,"NM_08_058.lst"
"TH_5",1.26,499000,39603174.6031746,"NM_08_058.lst"
"TH_6",12.3,24.8,201.626016260163,"NM_08_058.lst"
"TH_7",-0.00742,28.7,386792.452830189,"NM_08_058.lst"
"TH_8",0.493,60300,12231237.3225152,"NM_08_058.lst"
"TH_9",1.88,6160,327659.574468085,"NM_08_058.lst"
"TH10",0.147,62.7,42653.0612244898,"NM_08_058.lst"
"TH11",0.536,186,34701.4925373134,"NM_08_058.lst"
"TH12",3.76,140,3723.40425531915,"NM_08_058.lst"
"TH13",-0.00752,31.8,422872.340425532,"NM_08_058.lst"
"TH14",-0.385,0.627,162.857142857143,"NM_08_058.lst"
"TH_1",2.43,0.072,2.96296296296296,"NM_08_059.lst"
"TH_2",0.439,0.135,30.751708428246,"NM_08_059.lst"
"TH_3",4.14,0.32,7.72946859903382,"NM_08_059.lst"
"TH_4",0.256,0.183,71.484375,"NM_08_059.lst"
"TH_5",7.65,0.692,9.04575163398693,"NM_08_059.lst"
"TH_6",0.483,0.354,73.2919254658385,"NM_08_059.lst"
"TH_7",0.242,0.188,77.6859504132231,"NM_08_059.lst"
"TH_8",1.44,0.189,13.125,"NM_08_059.lst"
"TH_9",0.0943,0.0131,13.8918345705196,"NM_08_059.lst"
"TH10",0.109,0.244,223.853211009174,"NM_08_059.lst"
"TH11",0.05,6.72e-05,0.1344,"NM_08_059.lst"
"TH12",9.79,3.2,32.6864147088866,"NM_08_059.lst"
"TH_1",0.255,NA,NA,"NM_08_060.lst"
"TH_2",2.24,NA,NA,"NM_08_060.lst"
"TH_3",-0.425,NA,NA,"NM_08_060.lst"
"TH_4",4.8,NA,NA,"NM_08_060.lst"
"TH_5",2.32,NA,NA,"NM_08_060.lst"
"TH_6",6.59,NA,NA,"NM_08_060.lst"
"TH_7",2.47,NA,NA,"NM_08_060.lst"
"TH_8",-0.00539,NA,NA,"NM_08_060.lst"
"TH_9",0.932,NA,NA,"NM_08_060.lst"
"TH10",0.021,NA,NA,"NM_08_060.lst"
"TH11",0.153,NA,NA,"NM_08_060.lst"
"TH12",1.02,NA,NA,"NM_08_060.lst"
"TH13",1.24,NA,NA,"NM_08_060.lst"
"TH14",2.49,NA,NA,"NM_08_060.lst"
"TH_1",2.09,NA,NA,"NM_08_062.lst"
"TH_2",0.00315,NA,NA,"NM_08_062.lst"
"TH_3",0.922,NA,NA,"NM_08_062.lst"
"TH_4",-1,NA,NA,"NM_08_062.lst"
"TH_5",3.96,NA,NA,"NM_08_062.lst"
"TH_6",7.41,NA,NA,"NM_08_062.lst"
"TH_7",2.01,NA,NA,"NM_08_062.lst"
"TH_8",0.0676,NA,NA,"NM_08_062.lst"
"TH_9",-0.179,NA,NA,"NM_08_062.lst"
"TH10",0.0453,NA,NA,"NM_08_062.lst"
"TH11",0.425,NA,NA,"NM_08_062.lst"
"TH12",0.706,NA,NA,"NM_08_062.lst"
"TH13",0.449,NA,NA,"NM_08_062.lst"
"TH14",5.66,NA,NA,"NM_08_062.lst"
"TH_1",0.0769,0.0474,61.6384915474642,"NM_08_063.lst"
"TH_2",2.49,0.104,4.17670682730924,"NM_08_063.lst"
"TH_3",-0.376,0.186,49.468085106383,"NM_08_063.lst"
"TH_4",0.01,0,0,"NM_08_063.lst"
"TH_5",2,0.459,22.95,"NM_08_063.lst"
"TH_6",9.58,0.915,9.55114822546973,"NM_08_063.lst"
"TH_7",8.6,0.711,8.26744186046512,"NM_08_063.lst"
"TH_1",0.165,0.0548,33.2121212121212,"NM_08_065.lst"
"TH_2",2.64,0.124,4.6969696969697,"NM_08_065.lst"
"TH_3",-0.00252,0.000437,17.3412698412698,"NM_08_065.lst"
"TH_4",1.58,0.16,10.126582278481,"NM_08_065.lst"
"TH_5",-0.00178,0.00153,85.9550561797753,"NM_08_065.lst"
"TH_6",0.579,0.159,27.4611398963731,"NM_08_065.lst"
"TH_7",4.57,0.355,7.76805251641138,"NM_08_065.lst"
"TH_8",0.415,0.106,25.5421686746988,"NM_08_065.lst"
"TH_9",7.68,0.502,6.53645833333333,"NM_08_065.lst"
"TH_1",2.46,7.51,305.284552845528,"NM_08_067.lst"
"TH_2",4.89,4.26,87.1165644171779,"NM_08_067.lst"
"TH_3",0.452,2.5,553.097345132743,"NM_08_067.lst"
"TH_4",7.23,29.3,405.255878284924,"NM_08_067.lst"
"TH_5",1.73,0.0327,1.89017341040462,"NM_08_067.lst"
"TH_6",0.12,0.00305,2.54166666666667,"NM_08_067.lst"
"TH_7",-0.00918,0.000295,3.21350762527233,"NM_08_067.lst"
"TH_8",4.74,1.01,21.3080168776371,"NM_08_067.lst"
"TH_1",2.46,NA,NA,"NM_08_068.lst"
"TH_2",5.08,NA,NA,"NM_08_068.lst"
"TH_3",0.223,NA,NA,"NM_08_068.lst"
"TH_4",7.59,NA,NA,"NM_08_068.lst"
"TH_5",0.574,NA,NA,"NM_08_068.lst"
"TH_6",1.53,NA,NA,"NM_08_068.lst"
"TH_7",0.919,NA,NA,"NM_08_068.lst"
"TH_8",0.0611,NA,NA,"NM_08_068.lst"
"TH_9",0.691,NA,NA,"NM_08_068.lst"
"TH10",12.8,NA,NA,"NM_08_068.lst"
"TH11",-0.00927,NA,NA,"NM_08_068.lst"
"TH_1",2.4,NA,NA,"NM_08_069.lst"
"TH_2",0.423,NA,NA,"NM_08_069.lst"
"TH_3",-0.21,NA,NA,"NM_08_069.lst"
"TH_4",4.01,NA,NA,"NM_08_069.lst"
"TH_5",2.36,NA,NA,"NM_08_069.lst"
"TH_6",-0.933,NA,NA,"NM_08_069.lst"
"TH_7",6.1,NA,NA,"NM_08_069.lst"
"TH_8",3.3,NA,NA,"NM_08_069.lst"
"TH_9",-0.0115,NA,NA,"NM_08_069.lst"
"TH10",0.0153,NA,NA,"NM_08_069.lst"
"TH11",1.4,NA,NA,"NM_08_069.lst"
"TH12",1.31,NA,NA,"NM_08_069.lst"
"TH13",0.767,NA,NA,"NM_08_069.lst"
"TH14",3.99,NA,NA,"NM_08_069.lst"
"TH_1",2.57,0.0705,2.7431906614786,"NM_08_071.lst"
"TH_2",-0.0582,0.136,233.676975945017,"NM_08_071.lst"
"TH_3",1.4,0.27,19.2857142857143,"NM_08_071.lst"
"TH_4",-0.00534,0.00133,24.9063670411985,"NM_08_071.lst"
"TH_5",6.96,0.472,6.7816091954023,"NM_08_071.lst"
"TH_6",1.22,0.235,19.2622950819672,"NM_08_071.lst"
"TH_7",0.378,0.142,37.5661375661376,"NM_08_071.lst"
"TH_8",7.54,0.594,7.87798408488064,"NM_08_071.lst"
"TH_1",2.33,0.0772,3.31330472103004,"NM_08_072.lst"
"TH_2",0.579,0.144,24.8704663212435,"NM_08_072.lst"
"TH_3",0.173,0.177,102.312138728324,"NM_08_072.lst"
"TH_4",4.11,0.298,7.25060827250608,"NM_08_072.lst"
"TH_5",0.938,0.357,38.0597014925373,"NM_08_072.lst"
"TH_6",8.51,0.498,5.85193889541716,"NM_08_072.lst"
"TH_7",0.858,0.263,30.6526806526807,"NM_08_072.lst"
"TH_8",-0.198,0.132,66.6666666666667,"NM_08_072.lst"
"TH_9",3.56,0.411,11.5449438202247,"NM_08_072.lst"
"TH10",-0.00913,0.000351,3.84446878422782,"NM_08_072.lst"
"TH11",0.397,0.444,111.83879093199,"NM_08_072.lst"
"TH12",0.114,0.0123,10.7894736842105,"NM_08_072.lst"
"TH13",-0.00736,0.000986,13.3967391304348,"NM_08_072.lst"
"TH14",0.31,0.392,126.451612903226,"NM_08_072.lst"
"TH15",1.08,0.547,50.6481481481481,"NM_08_072.lst"
"TH16",1.1,0.621,56.4545454545455,"NM_08_072.lst"
"TH17",0.101,0.0659,65.2475247524752,"NM_08_072.lst"
"TH_1",-0.0173,0.0684,395.375722543353,"NM_08_073.lst"
"TH_2",2.36,0.111,4.70338983050847,"NM_08_073.lst"
"TH_3",0.655,0.173,26.412213740458,"NM_08_073.lst"
"TH_4",6.03,0.703,11.6583747927031,"NM_08_073.lst"
"TH_5",-0.00542,0.00101,18.6346863468635,"NM_08_073.lst"
"TH_6",0.722,0.309,42.797783933518,"NM_08_073.lst"
"TH_7",6.2,0.543,8.75806451612903,"NM_08_073.lst"
"TH_8",-0.419,0.437,104.295942720764,"NM_08_073.lst"
"TH_9",0.615,0.141,22.9268292682927,"NM_08_073.lst"
"TH10",26.7,4.53,16.9662921348315,"NM_08_073.lst"
"TH11",0.0651,0.0069,10.5990783410138,"NM_08_073.lst"
"TH12",0.205,0.376,183.414634146341,"NM_08_073.lst"
"TH13",7.3,0.873,11.958904109589,"NM_08_073.lst"
"TH_1",2.44,0.072,2.95081967213115,"NM_08_074.lst"
"TH_2",0.606,0.116,19.1419141914191,"NM_08_074.lst"
"TH_3",1.41,0.119,8.43971631205674,"NM_08_074.lst"
"TH_4",-0.0483,0.12,248.447204968944,"NM_08_074.lst"
"TH_5",5.73,0.384,6.70157068062827,"NM_08_074.lst"
"TH_6",1.59,0.338,21.2578616352201,"NM_08_074.lst"
"TH_7",8.66,0.439,5.06928406466513,"NM_08_074.lst"
"TH_8",0.797,0.165,20.702634880803,"NM_08_074.lst"
"TH_1",2.44,0.0746,3.05737704918033,"NM_08_076.lst"
"TH_2",0.494,0.126,25.5060728744939,"NM_08_076.lst"
"TH_3",1.55,0.157,10.1290322580645,"NM_08_076.lst"
"TH_4",-0.00151,0.00158,104.635761589404,"NM_08_076.lst"
"TH_5",0.57,0.156,27.3684210526316,"NM_08_076.lst"
"TH_6",4.61,0.354,7.67895878524946,"NM_08_076.lst"
"TH_7",0.412,0.104,25.2427184466019,"NM_08_076.lst"
"TH_8",7.68,0.494,6.43229166666667,"NM_08_076.lst"
"TH_1",2.36,0.952,40.3389830508475,"NM_08_077.lst"
"TH_2",0.591,1.2,203.045685279188,"NM_08_077.lst"
"TH_3",5.19,0.00311,0.0599229287090559,"NM_08_077.lst"
"TH_4",-0.00587,0.000756,12.8790459965928,"NM_08_077.lst"
"TH_5",1.21,0.000181,0.0149586776859504,"NM_08_077.lst"
"TH_6",0.206,0.123,59.7087378640777,"NM_08_077.lst"
"TH_7",5.3,0.0121,0.228301886792453,"NM_08_077.lst"
"TH_8",0.346,4.24e-05,0.0122543352601156,"NM_08_077.lst"
"TH_9",0.206,0.00194,0.941747572815534,"NM_08_077.lst"
"TH10",0.215,0.00436,2.02790697674419,"NM_08_077.lst"
"TH11",0.663,0.221,33.3333333333333,"NM_08_077.lst"
"TH12",0.0377,0.0019,5.03978779840849,"NM_08_077.lst"
"TH13",0.13,0.00422,3.24615384615385,"NM_08_077.lst"
"TH14",0.545,0.122,22.3853211009174,"NM_08_077.lst"
"TH15",3.54,0.0399,1.1271186440678,"NM_08_077.lst"
"TH_1",2.45,0.072,2.93877551020408,"NM_08_078.lst"
"TH_2",0.156,0.187,119.871794871795,"NM_08_078.lst"
"TH_3",4.11,0.315,7.66423357664234,"NM_08_078.lst"
"TH_4",0.995,0.357,35.8793969849246,"NM_08_078.lst"
"TH_5",9.14,0.463,5.06564551422319,"NM_08_078.lst"
"TH_6",3.24,0.245,7.56172839506173,"NM_08_078.lst"
"TH_7",-0.0091,0.000327,3.59340659340659,"NM_08_078.lst"
"TH_8",0.116,0.0129,11.1206896551724,"NM_08_078.lst"
"TH_9",-0.00711,0.00111,15.6118143459916,"NM_08_078.lst"
"TH10",0.333,0.392,117.717717717718,"NM_08_078.lst"
"TH11",1.12,0.659,58.8392857142857,"NM_08_078.lst"
